Stock quote and option quote for AMZN on 4/10/26 07:31:41

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
233.65,Q,0,234.00,Q,234.10,P,900 x 500,"668,709",0,0,0

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
0,<empty>,32.59,<empty>,--,,258.60,165.285,"10,754,251,799",1.85

10 APR 26  (0)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,112.10, ,115.50, ,22 MAY 26,120,0, ,.25, ,<empty>,1,98.82%,1.18%,<empty>,-.01,82.19%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,107.10, ,110.65, ,22 MAY 26,125,0, ,.12, ,<empty>,0,99.34%,0.66%,<empty>,.00,71.30%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,102.15, ,105.70, ,22 MAY 26,130,.01, ,.14, ,<empty>,2,99.20%,0.80%,<empty>,.00,68.87%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,97.20, ,100.75, ,22 MAY 26,135,.02, ,.16, ,<empty>,3,99.05%,0.95%,<empty>,-.01,66.23%,,
,,<empty>,1,0.00%,100.00%,<empty>,1.00,--,92.25, ,95.55, ,22 MAY 26,140,.06, ,.19, ,<empty>,5,98.75%,1.25%,<empty>,-.01,64.75%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,87.40, ,90.80, ,22 MAY 26,145,.08, ,.25, ,<empty>,2,98.40%,1.60%,<empty>,-.01,63.01%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,82.40, ,85.95, ,22 MAY 26,150,.18, ,.26, ,<empty>,185,97.95%,2.05%,<empty>,-.01,61.41%,,
,,<empty>,2,0.00%,100.00%,<empty>,1.00,0.00%,77.50, ,81.05, ,22 MAY 26,155,.20, ,.40, ,<empty>,396,97.33%,2.67%,<empty>,-.02,60.12%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,72.50, ,76.05, ,22 MAY 26,160,.29, ,.48, ,<empty>,39,96.68%,3.32%,<empty>,-.02,58.36%,,
,,<empty>,6,0.00%,100.00%,<empty>,1.00,0.00%,67.80, ,70.75, ,22 MAY 26,165,.38, ,.61, ,<empty>,37,95.88%,4.12%,<empty>,-.03,56.69%,,
,,<empty>,2,0.00%,100.00%,<empty>,1.00,0.00%,63.40, ,65.70, ,22 MAY 26,170,.54, ,.75, ,<empty>,30,94.83%,5.17%,<empty>,-.03,55.23%,,
,,<empty>,1,0.00%,100.00%,<empty>,1.00,0.00%,58.10, ,61.15, ,22 MAY 26,175,.69, ,.92, ,<empty>,101,93.73%,6.27%,<empty>,-.04,53.37%,,
,,<empty>,0,1.05%,98.95%,<empty>,.99,33.14%,53.30, ,56.40, ,22 MAY 26,180,.93, ,1.17, ,<empty>,59,92.16%,7.84%,<empty>,-.06,52.07%,,
,,<empty>,0,5.91%,94.09%,<empty>,.96,42.99%,49.15, ,51.75, ,22 MAY 26,185,1.20, ,1.41, ,<empty>,92,90.53%,9.47%,<empty>,-.07,50.28%,,
,,<empty>,7,7.82%,92.18%,<empty>,.94,41.96%,44.60, ,46.85, ,22 MAY 26,190,1.65, ,1.75, ,<empty>,173,88.25%,11.75%,<empty>,-.09,49.15%,,
,,<empty>,3,10.66%,89.34%,<empty>,.92,41.68%,40.00, ,42.35, ,22 MAY 26,195,2.10, ,2.26, ,<empty>,354,85.61%,14.39%,<empty>,-.11,47.92%,,
,,<empty>,22,14.25%,85.75%,<empty>,.89,41.58%,35.80, ,37.80, ,22 MAY 26,200,2.66, ,2.84, ,<empty>,200,82.61%,17.39%,<empty>,-.14,46.56%,,
,,<empty>,58,18.87%,81.13%,<empty>,.85,42.06%,31.85, ,33.60, ,22 MAY 26,205,3.30, ,3.80, ,<empty>,118,78.83%,21.17%,<empty>,-.17,45.71%,,
,,<empty>,35,24.43%,75.57%,<empty>,.80,43.17%,28.55, ,29.55, ,22 MAY 26,210,4.25, ,4.70, ,<empty>,171,74.69%,25.31%,<empty>,-.21,44.64%,,
,,<empty>,77,28.43%,71.57%,<empty>,.76,40.89%,24.00, ,25.70, ,22 MAY 26,215,5.35, ,5.90, ,<empty>,218,69.99%,30.01%,<empty>,-.25,43.69%,,
,,<empty>,361,34.83%,65.17%,<empty>,.70,42.05%,21.00, ,22.50, ,22 MAY 26,220,6.80, ,7.25, ,<empty>,59,64.80%,35.20%,<empty>,-.30,42.85%,,
,,<empty>,268,40.09%,59.91%,<empty>,.65,40.09%,17.70, ,18.45, ,22 MAY 26,225,8.40, ,8.95, ,<empty>,55,59.22%,40.78%,<empty>,-.35,41.99%,,
,,<empty>,640,46.38%,53.62%,<empty>,.59,39.93%,14.70, ,15.70, ,22 MAY 26,230,10.40, ,10.90, ,<empty>,59,53.32%,46.68%,<empty>,-.41,41.31%,,
,,<empty>,407,52.61%,47.39%,<empty>,.53,38.79%,12.10, ,12.55, ,22 MAY 26,235,12.65, ,13.20, ,<empty>,7,47.27%,52.73%,<empty>,-.47,40.64%,,
,,<empty>,521,58.90%,41.10%,<empty>,.46,38.71%,9.75, ,10.45, ,22 MAY 26,240,15.05, ,16.25, ,<empty>,29,41.25%,58.75%,<empty>,-.54,40.43%,,
,,<empty>,624,65.12%,34.88%,<empty>,.40,37.64%,7.70, ,8.05, ,22 MAY 26,245,17.80, ,19.75, ,<empty>,1,35.56%,64.44%,<empty>,-.60,40.55%,,
,,<empty>,"1,267",70.93%,29.07%,<empty>,.34,37.19%,6.00, ,6.30, ,22 MAY 26,250,20.75, ,22.50, ,<empty>,1,29.66%,70.34%,<empty>,-.66,38.78%,,
,,<empty>,171,76.34%,23.66%,<empty>,.28,36.60%,4.45, ,4.90, ,22 MAY 26,255,24.50, ,26.80, ,<empty>,0,25.28%,74.72%,<empty>,-.71,40.12%,,
,,<empty>,320,80.55%,19.45%,<empty>,.23,37.17%,3.50, ,4.00, ,22 MAY 26,260,28.35, ,30.65, ,<empty>,44,20.92%,79.08%,<empty>,-.76,40.04%,,
,,<empty>,65,84.79%,15.21%,<empty>,.18,36.53%,2.64, ,2.85, ,22 MAY 26,265,32.45, ,35.30, ,<empty>,0,17.80%,82.20%,<empty>,-.79,41.37%,,
,,<empty>,"1,286",88.05%,11.95%,<empty>,.15,36.55%,2.01, ,2.14, ,22 MAY 26,270,36.65, ,39.85, ,<empty>,0,14.94%,85.06%,<empty>,-.82,42.14%,,
,,<empty>,87,90.44%,9.56%,<empty>,.12,37.10%,1.52, ,1.75, ,22 MAY 26,275,41.25, ,44.25, ,<empty>,0,12.56%,87.44%,<empty>,-.85,42.96%,,
,,<empty>,28,92.78%,7.22%,<empty>,.09,36.83%,1.07, ,1.29, ,22 MAY 26,280,45.50, ,48.50, ,<empty>,0,9.53%,90.47%,<empty>,-.89,41.56%,,
,,<empty>,4,94.45%,5.55%,<empty>,.07,37.01%,.80, ,.97, ,22 MAY 26,285,50.20, ,53.70, ,<empty>,0,8.77%,91.23%,<empty>,-.89,44.28%,,
,,<empty>,8,95.70%,4.30%,<empty>,.06,37.35%,.60, ,.75, ,22 MAY 26,290,55.05, ,58.60, ,<empty>,0,7.92%,92.08%,<empty>,-.90,46.37%,,
,,<empty>,4,96.65%,3.35%,<empty>,.04,37.77%,.43, ,.61, ,22 MAY 26,295,60.15, ,63.50, ,<empty>,0,7.54%,92.46%,<empty>,-.90,49.37%,,
,,<empty>,1,97.36%,2.64%,<empty>,.04,38.33%,.34, ,.48, ,22 MAY 26,300,65.05, ,68.60, ,<empty>,1,7.23%,92.77%,<empty>,-.90,52.35%,,
,,<empty>,1,97.93%,2.07%,<empty>,.03,38.79%,.24, ,.40, ,22 MAY 26,305,70.05, ,73.60, ,<empty>,0,6.97%,93.03%,<empty>,-.90,55.33%,,
,,<empty>,1,98.33%,1.67%,<empty>,.02,39.48%,.19, ,.33, ,22 MAY 26,310,75.05, ,78.60, ,<empty>,0,6.75%,93.25%,<empty>,-.90,58.30%,,
,,<empty>,8,98.71%,1.29%,<empty>,.02,39.82%,.13, ,.27, ,22 MAY 26,315,80.05, ,83.60, ,<empty>,0,6.57%,93.43%,<empty>,-.89,61.28%,,

29 MAY 26  (49)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,<empty>, ,<empty>, ,29 MAY 26,120,<empty>, ,<empty>, ,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,<empty>, ,<empty>, ,29 MAY 26,125,<empty>, ,<empty>, ,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,<empty>, ,<empty>, ,29 MAY 26,130,<empty>, ,<empty>, ,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,<empty>, ,<empty>, ,29 MAY 26,135,<empty>, ,<empty>, ,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,<empty>, ,<empty>, ,29 MAY 26,140,<empty>, ,<empty>, ,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,<empty>, ,<empty>, ,29 MAY 26,145,<empty>, ,<empty>, ,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,82.45, ,86.25, ,29 MAY 26,150,0, ,.75, ,<empty>,0,96.92%,3.08%,<empty>,-.02,61.74%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,77.55, ,81.30, ,29 MAY 26,155,0, ,2.44, ,<empty>,0,92.59%,7.41%,<empty>,-.04,71.89%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,72.70, ,76.35, ,29 MAY 26,160,0, ,.80, ,<empty>,1,96.59%,3.41%,<empty>,-.02,54.49%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,67.85, ,71.50, ,29 MAY 26,165,0, ,1.14, ,<empty>,1,95.44%,4.56%,<empty>,-.03,53.95%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,0.00%,63.10, ,66.45, ,29 MAY 26,170,.02, ,1.20, ,<empty>,0,95.04%,4.96%,<empty>,-.03,50.71%,,
,,<empty>,0,1.49%,98.51%,<empty>,.99,35.92%,58.35, ,61.65, ,29 MAY 26,175,0, ,1.87, ,<empty>,3,93.05%,6.95%,<empty>,-.05,51.12%,,
,,<empty>,1,3.73%,96.27%,<empty>,.97,39.23%,53.60, ,56.95, ,29 MAY 26,180,0, ,1.80, ,<empty>,9,92.95%,7.05%,<empty>,-.05,46.72%,,
,,<empty>,0,6.77%,93.23%,<empty>,.95,41.62%,48.95, ,52.50, ,29 MAY 26,185,.37, ,1.92, ,<empty>,10,91.32%,8.68%,<empty>,-.06,45.24%,,
,,<empty>,0,9.50%,90.50%,<empty>,.93,41.84%,44.35, ,48.00, ,29 MAY 26,190,1.20, ,2.69, ,<empty>,16,87.25%,12.75%,<empty>,-.09,47.38%,,
,,<empty>,0,11.78%,88.22%,<empty>,.91,40.46%,39.90, ,43.20, ,29 MAY 26,195,1.95, ,3.50, ,<empty>,44,83.66%,16.34%,<empty>,-.12,47.74%,,
,,<empty>,21,13.48%,86.52%,<empty>,.89,37.60%,35.55, ,38.00, ,29 MAY 26,200,2.20, ,4.00, ,<empty>,13,81.47%,18.53%,<empty>,-.14,45.09%,,
,,<empty>,2,18.66%,81.34%,<empty>,.85,38.87%,31.40, ,34.25, ,29 MAY 26,205,3.30, ,5.35, ,<empty>,3,76.70%,23.30%,<empty>,-.18,45.96%,,
,,<empty>,118,22.94%,77.06%,<empty>,.81,38.03%,27.30, ,30.10, ,29 MAY 26,210,3.50, ,6.00, ,<empty>,6,74.06%,25.94%,<empty>,-.21,42.61%,,
,,<empty>,14,29.82%,70.18%,<empty>,.75,40.44%,24.90, ,26.40, ,29 MAY 26,215,5.35, ,6.75, ,<empty>,17,69.20%,30.80%,<empty>,-.26,42.18%,,
,,<empty>,34,35.35%,64.65%,<empty>,.70,40.37%,21.10, ,23.45, ,29 MAY 26,220,6.90, ,9.45, ,<empty>,7,63.14%,36.86%,<empty>,-.31,43.68%,,
,,<empty>,113,40.54%,59.46%,<empty>,.65,38.80%,18.05, ,19.35, ,29 MAY 26,225,8.70, ,11.10, ,<empty>,14,58.00%,42.00%,<empty>,-.36,42.91%,,
,,<empty>,95,46.51%,53.49%,<empty>,.59,38.37%,14.85, ,16.65, ,29 MAY 26,230,10.50, ,13.05, ,<empty>,46,52.72%,47.28%,<empty>,-.41,41.84%,,
,,<empty>,173,52.51%,47.49%,<empty>,.53,37.38%,12.10, ,13.70, ,29 MAY 26,235,13.00, ,15.35, ,<empty>,1,47.17%,52.83%,<empty>,-.47,41.54%,,
,,<empty>,83,58.59%,41.41%,<empty>,.47,36.97%,9.65, ,11.45, ,29 MAY 26,240,14.40, ,17.90, ,<empty>,1,41.58%,58.42%,<empty>,-.53,39.18%,,
,,<empty>,101,64.63%,35.37%,<empty>,.40,35.96%,7.60, ,9.00, ,29 MAY 26,245,16.80, ,20.95, ,<empty>,0,35.88%,64.12%,<empty>,-.59,38.16%,,
,,<empty>,74,70.45%,29.55%,<empty>,.34,35.16%,5.85, ,7.00, ,29 MAY 26,250,20.55, ,24.15, ,<empty>,0,30.78%,69.22%,<empty>,-.65,38.54%,,
,,<empty>,419,75.70%,24.30%,<empty>,.28,34.79%,4.40, ,5.55, ,29 MAY 26,255,23.65, ,27.75, ,<empty>,0,25.69%,74.31%,<empty>,-.71,37.70%,,
,,<empty>,99,80.16%,19.84%,<empty>,.24,34.85%,2.94, ,4.85, ,29 MAY 26,260,27.80, ,31.60, ,<empty>,0,21.65%,78.35%,<empty>,-.75,38.24%,,
,,<empty>,43,83.70%,16.30%,<empty>,.20,35.41%,2.68, ,3.60, ,29 MAY 26,265,32.15, ,35.70, ,<empty>,0,18.27%,81.73%,<empty>,-.79,38.97%,,
,,<empty>,44,87.99%,12.01%,<empty>,.15,33.77%,1.66, ,2.50, ,29 MAY 26,270,36.05, ,40.05, ,<empty>,0,14.82%,85.18%,<empty>,-.83,38.59%,,
,,<empty>,3,92.82%,7.18%,<empty>,.09,30.25%,.03, ,2.00, ,29 MAY 26,275,40.55, ,44.55, ,<empty>,0,12.39%,87.61%,<empty>,-.86,39.27%,,
,,<empty>,0,93.58%,6.42%,<empty>,.08,32.49%,0, ,1.95, ,29 MAY 26,280,45.20, ,49.15, ,<empty>,25,10.45%,89.55%,<empty>,-.88,40.14%,,
,,<empty>,0,93.36%,6.64%,<empty>,.09,36.41%,0, ,2.33, ,29 MAY 26,285,49.95, ,54.00, ,<empty>,0,9.19%,90.81%,<empty>,-.89,41.74%,,
,,<empty>,0,96.49%,3.51%,<empty>,.05,32.55%,0, ,1.00, ,29 MAY 26,290,54.85, ,58.80, ,<empty>,1,8.23%,91.77%,<empty>,-.90,43.52%,,
,,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,<empty>, ,<empty>, ,29 MAY 26,295,<empty>, ,<empty>, ,<empty>,0,0.00%,100.00%,<empty>,-1.00,--,,
,,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,<empty>, ,<empty>, ,29 MAY 26,300,<empty>, ,<empty>, ,<empty>,0,0.00%,100.00%,<empty>,-1.00,--,,
,,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,<empty>, ,<empty>, ,29 MAY 26,305,<empty>, ,<empty>, ,<empty>,0,0.00%,100.00%,<empty>,-1.00,--,,
,,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,<empty>, ,<empty>, ,29 MAY 26,310,<empty>, ,<empty>, ,<empty>,0,0.00%,100.00%,<empty>,-1.00,--,,
,,<empty>,0,100.00%,0.00%,<empty>,.00,0.00%,<empty>, ,<empty>, ,29 MAY 26,315,<empty>, ,<empty>, ,<empty>,0,0.00%,100.00%,<empty>,-1.00,--,,

18 JUN 26  (69)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,"2,311",0.00%,100.00%,<empty>,1.00,--,157.05, ,159.85, ,18 JUN 26,75,0, ,.01, ,<empty>,"1,607",99.92%,0.08%,<empty>,.00,78.85%,,
,,<empty>,131,0.00%,100.00%,<empty>,1.00,--,152.35, ,155.60, ,18 JUN 26,80,0, ,.34, ,<empty>,995,98.47%,1.53%,<empty>,.00,103.85%,,
,,<empty>,100,0.00%,100.00%,<empty>,1.00,--,147.10, ,150.75, ,18 JUN 26,85,0, ,.58, ,<empty>,352,97.68%,2.32%,<empty>,-.01,105.37%,,
,,<empty>,43,0.00%,100.00%,<empty>,1.00,--,142.20, ,145.30, ,18 JUN 26,90,.01, ,.51, ,<empty>,412,97.90%,2.10%,<empty>,-.01,98.35%,,
,,<empty>,190,0.00%,100.00%,<empty>,1.00,--,137.25, ,140.70, ,18 JUN 26,95,0, ,.07, ,<empty>,394,99.59%,0.41%,<empty>,.00,74.24%,,
,,<empty>,"3,204",0.00%,100.00%,<empty>,1.00,0.00%,132.75, ,135.30, ,18 JUN 26,100,.01, ,.05, ,<empty>,"4,952",99.64%,0.36%,<empty>,.00,69.33%,,
,,<empty>,448,0.00%,100.00%,<empty>,1.00,--,127.35, ,130.35, ,18 JUN 26,105,.03, ,.16, ,<empty>,"2,147",99.07%,0.93%,<empty>,.00,73.79%,,
,,<empty>,305,0.00%,100.00%,<empty>,1.00,0.00%,122.40, ,125.80, ,18 JUN 26,110,.05, ,.12, ,<empty>,"4,080",99.15%,0.85%,<empty>,.00,68.94%,,
,,<empty>,315,0.00%,100.00%,<empty>,1.00,0.00%,117.45, ,120.90, ,18 JUN 26,115,.06, ,.10, ,<empty>,919,99.19%,0.81%,<empty>,.00,64.75%,,
,,<empty>,"4,515",0.00%,100.00%,<empty>,1.00,0.00%,112.90, ,115.50, ,18 JUN 26,120,.09, ,.11, ,<empty>,"3,449",99.02%,0.98%,<empty>,.00,62.75%,,
,,<empty>,"4,291",0.00%,100.00%,<empty>,1.00,0.00%,107.65, ,110.70, ,18 JUN 26,125,.11, ,.15, ,<empty>,"4,870",98.77%,1.23%,<empty>,-.01,61.15%,,
,,<empty>,207,0.00%,100.00%,<empty>,1.00,0.00%,103.20, ,105.80, ,18 JUN 26,130,.16, ,.19, ,<empty>,"5,303",98.42%,1.58%,<empty>,-.01,59.90%,,
,,<empty>,142,0.00%,100.00%,<empty>,1.00,0.00%,97.85, ,101.10, ,18 JUN 26,135,.20, ,.24, ,<empty>,"3,552",98.08%,1.92%,<empty>,-.01,58.21%,,
,,<empty>,"3,521",0.00%,100.00%,<empty>,1.00,0.00%,93.50, ,96.40, ,18 JUN 26,140,.25, ,.33, ,<empty>,"2,830",97.58%,2.42%,<empty>,-.01,57.00%,,
,,<empty>,493,0.00%,100.00%,<empty>,1.00,0.00%,88.05, ,91.40, ,18 JUN 26,145,.32, ,.39, ,<empty>,"4,111",97.11%,2.89%,<empty>,-.02,55.24%,,
,,<empty>,"2,569",0.00%,100.00%,<empty>,1.00,0.00%,84.10, ,85.60, ,18 JUN 26,150,.45, ,.49, ,<empty>,"7,858",96.36%,3.64%,<empty>,-.02,54.24%,,
,,<empty>,"2,739",0.65%,99.35%,<empty>,1.00,37.51%,79.20, ,81.10, ,18 JUN 26,155,.57, ,.61, ,<empty>,"4,990",95.59%,4.41%,<empty>,-.03,52.85%,,
,,<empty>,"2,851",1.73%,98.27%,<empty>,.99,40.41%,74.35, ,76.25, ,18 JUN 26,160,.72, ,.76, ,<empty>,"10,485",94.67%,5.33%,<empty>,-.03,51.52%,,
,,<empty>,"2,081",3.05%,96.95%,<empty>,.98,41.65%,69.30, ,71.70, ,18 JUN 26,165,.90, ,.95, ,<empty>,"9,648",93.57%,6.43%,<empty>,-.04,50.22%,,
,,<empty>,"2,741",4.41%,95.59%,<empty>,.97,41.74%,64.50, ,66.95, ,18 JUN 26,170,1.12, ,1.16, ,<empty>,"17,486",92.34%,7.66%,<empty>,-.05,48.85%,,
,,<empty>,"4,023",6.54%,93.46%,<empty>,.96,42.60%,60.45, ,61.75, ,18 JUN 26,175,1.39, ,1.45, ,<empty>,"10,139",90.82%,9.18%,<empty>,-.06,47.66%,,
,,<empty>,"2,650",8.29%,91.71%,<empty>,.94,41.88%,55.90, ,56.95, ,18 JUN 26,180,1.72, ,1.78, ,<empty>,"13,977",89.09%,10.91%,<empty>,-.08,46.41%,,
,,<empty>,"7,141",11.62%,88.38%,<empty>,.92,43.14%,51.50, ,52.75, ,18 JUN 26,185,2.13, ,2.19, ,<empty>,"11,489",87.06%,12.94%,<empty>,-.09,45.26%,,
,,<empty>,"2,054",13.97%,86.03%,<empty>,.90,42.14%,47.15, ,48.10, ,18 JUN 26,190,2.55, ,2.69, ,<empty>,"17,507",84.84%,15.16%,<empty>,-.11,43.95%,,
,,<empty>,"2,942",16.67%,83.33%,<empty>,.87,41.15%,42.90, ,43.55, ,18 JUN 26,195,3.20, ,3.30, ,<empty>,"10,491",82.04%,17.96%,<empty>,-.13,43.02%,,
,,<empty>,"10,050",20.00%,80.00%,<empty>,.85,40.51%,38.75, ,39.30, ,18 JUN 26,200,3.95, ,4.05, ,<empty>,"25,773",78.91%,21.09%,<empty>,-.16,42.09%,,
,,<empty>,"2,292",23.82%,76.18%,<empty>,.81,40.04%,34.70, ,35.35, ,18 JUN 26,205,4.70, ,5.00, ,<empty>,"12,191",75.52%,24.48%,<empty>,-.19,41.02%,,
,,<empty>,"7,468",28.19%,71.81%,<empty>,.77,39.87%,30.75, ,31.85, ,18 JUN 26,210,5.90, ,6.05, ,<empty>,"12,437",71.49%,28.51%,<empty>,-.23,40.37%,,
,,<empty>,"6,425",31.98%,68.02%,<empty>,.74,38.22%,27.05, ,27.55, ,18 JUN 26,215,7.15, ,7.35, ,<empty>,"12,745",67.22%,32.78%,<empty>,-.27,39.59%,,
,,<empty>,"14,731",36.97%,63.03%,<empty>,.69,38.01%,23.60, ,24.35, ,18 JUN 26,220,8.60, ,8.85, ,<empty>,"12,170",62.64%,37.36%,<empty>,-.31,38.81%,,
,,<empty>,"33,843",41.97%,58.03%,<empty>,.64,37.42%,20.50, ,21.00, ,18 JUN 26,225,10.35, ,10.60, ,<empty>,"5,844",57.75%,42.25%,<empty>,-.36,38.18%,,
,,<empty>,"31,857",47.06%,52.94%,<empty>,.59,36.47%,17.45, ,17.80, ,18 JUN 26,230,12.35, ,12.55, ,<empty>,"7,855",52.68%,47.32%,<empty>,-.41,37.51%,,
,,<empty>,"13,292",52.38%,47.62%,<empty>,.54,35.84%,14.70, ,15.05, ,18 JUN 26,235,14.20, ,14.85, ,<empty>,"4,664",47.55%,52.45%,<empty>,-.47,36.47%,,
,,<empty>,"17,470",57.74%,42.26%,<empty>,.48,35.36%,12.30, ,12.60, ,18 JUN 26,240,17.10, ,17.45, ,<empty>,"3,335",42.31%,57.69%,<empty>,-.52,36.45%,,
,,<empty>,"9,697",62.99%,37.01%,<empty>,.43,34.84%,10.10, ,10.45, ,18 JUN 26,245,19.55, ,20.30, ,<empty>,"2,120",37.14%,62.86%,<empty>,-.58,35.52%,,
,,<empty>,"26,252",68.05%,31.95%,<empty>,.37,34.36%,8.25, ,8.50, ,18 JUN 26,250,22.90, ,24.35, ,<empty>,"5,549",32.64%,67.36%,<empty>,-.62,36.60%,,
,,<empty>,"12,337",72.72%,27.28%,<empty>,.32,34.15%,6.70, ,6.95, ,18 JUN 26,255,25.75, ,27.70, ,<empty>,431,27.86%,72.14%,<empty>,-.68,35.50%,,
,,<empty>,"17,247",77.03%,22.97%,<empty>,.28,33.86%,5.35, ,5.60, ,18 JUN 26,260,29.80, ,31.55, ,<empty>,566,24.10%,75.90%,<empty>,-.72,36.11%,,
,,<empty>,"33,891",80.86%,19.14%,<empty>,.23,33.68%,4.30, ,4.45, ,18 JUN 26,265,33.60, ,36.35, ,<empty>,195,21.09%,78.91%,<empty>,-.75,37.29%,,
,,<empty>,"16,329",84.32%,15.68%,<empty>,.19,33.39%,3.35, ,3.50, ,18 JUN 26,270,37.70, ,40.30, ,<empty>,4,17.84%,82.16%,<empty>,-.79,37.13%,,
,,<empty>,"5,316",87.14%,12.86%,<empty>,.16,33.41%,2.67, ,2.78, ,18 JUN 26,275,41.95, ,44.75, ,<empty>,3,15.28%,84.72%,<empty>,-.82,37.59%,,
,,<empty>,"6,191",89.57%,10.43%,<empty>,.13,33.40%,2.10, ,2.19, ,18 JUN 26,280,46.55, ,49.35, ,<empty>,0,13.40%,86.60%,<empty>,-.84,38.65%,,
,,<empty>,"4,566",91.56%,8.44%,<empty>,.11,33.48%,1.60, ,1.79, ,18 JUN 26,285,51.05, ,53.65, ,<empty>,0,11.16%,88.84%,<empty>,-.87,38.45%,,
,,<empty>,"5,042",93.22%,6.78%,<empty>,.09,33.55%,1.30, ,1.36, ,18 JUN 26,290,55.35, ,58.45, ,<empty>,0,9.31%,90.69%,<empty>,-.90,38.47%,,
,,<empty>,"3,351",94.52%,5.48%,<empty>,.07,33.77%,1.03, ,1.09, ,18 JUN 26,295,60.10, ,63.70, ,<empty>,1,8.83%,91.17%,<empty>,-.90,40.82%,,
,,<empty>,"27,679",95.65%,4.35%,<empty>,.06,33.82%,.81, ,.84, ,18 JUN 26,300,65.00, ,68.45, ,<empty>,0,7.95%,92.05%,<empty>,-.90,42.08%,,
,,<empty>,"7,673",96.49%,3.51%,<empty>,.05,34.09%,.64, ,.68, ,18 JUN 26,305,70.05, ,73.70, ,<empty>,0,8.01%,91.99%,<empty>,-.90,45.33%,,
,,<empty>,"10,130",97.16%,2.84%,<empty>,.04,34.38%,.51, ,.55, ,18 JUN 26,310,75.05, ,78.60, ,<empty>,0,7.60%,92.40%,<empty>,-.90,47.34%,,
,,<empty>,"20,117",97.73%,2.27%,<empty>,.03,34.58%,.40, ,.44, ,18 JUN 26,315,80.05, ,83.50, ,<empty>,0,7.25%,92.75%,<empty>,-.90,49.35%,,
,,<empty>,"2,275",98.16%,1.84%,<empty>,.03,34.90%,.32, ,.36, ,18 JUN 26,320,85.05, ,88.60, ,<empty>,0,7.16%,92.84%,<empty>,-.89,51.97%,,
,,<empty>,"1,941",98.49%,1.51%,<empty>,.02,35.30%,.26, ,.30, ,18 JUN 26,325,90.10, ,93.50, ,<empty>,0,6.94%,93.06%,<empty>,-.89,54.14%,,
,,<empty>,"1,148",98.76%,1.24%,<empty>,.02,35.66%,.20, ,.26, ,18 JUN 26,330,95.05, ,98.50, ,<empty>,0,6.75%,93.25%,<empty>,-.89,56.31%,,
,,<empty>,"1,729",99.02%,0.98%,<empty>,.01,35.78%,.16, ,.20, ,18 JUN 26,335,100.05, ,103.50, ,<empty>,0,6.63%,93.37%,<empty>,-.89,58.65%,,
